title,runtime,budget,original_language,Year,Month,Genre
Maximum Risk,100.0,25000000,en,1996,09,Action Adventure Thriller 
Michael Collins,132.0,28000000,en,1996,10,Drama Thriller 
Last Man Standing,101.0,67000000,en,1996,09,Action Crime Drama Thriller 
Set It Off,118.0,9000000,en,1996,11,Drama Action Crime 
Curdled,88.0,2300000,en,1996,09,Comedy Crime Thriller 
Extreme Measures,118.0,38000000,en,1996,09,Drama Thriller 
The Glimmer Man,92.0,45000000,en,1996,10,Action Adventure Crime Drama Thriller 
The Chamber,113.0,50000000,en,1996,10,Crime Drama 
"20,000 Leagues Under the Sea",127.0,5000000,en,1954,12,Adventure Drama Science Fiction 
Cool Runnings,98.0,14000000,en,1993,09,Comedy 
Cinderella,74.0,2900000,en,1950,03,Family Fantasy Animation Romance 
The Sword in the Stone,79.0,3000000,en,1963,12,Animation Family 
Robin Hood: Prince of Thieves,143.0,48000000,en,1991,06,Adventure 
Mary Poppins,139.0,6000000,en,1964,08,Comedy Family Fantasy 
Dumbo,64.0,812000,en,1941,10,Animation Family 
Pete's Dragon,128.0,10000000,en,1977,11,Fantasy Animation Comedy Family 
Bedknobs and Broomsticks,117.0,20000000,en,1971,10,Adventure Fantasy Animation Comedy Family Music 
Alice in Wonderland,75.0,3000000,en,1951,07,Animation Adventure Family Fantasy 
The Fox and the Hound,82.0,12000000,en,1981,07,Adventure Animation Drama Family 
Freeway,110.0,3000000,en,1996,08,Comedy Drama Thriller 
The Sound of Music,174.0,8200000,en,1965,03,Drama Family Music Romance 
Die Hard,131.0,28000000,en,1988,07,Action Thriller 
The Lawnmower Man,108.0,10000000,en,1992,03,Horror Thriller Science Fiction 
Secrets & Lies,142.0,4500000,en,1996,05,Drama 
Surviving Picasso,125.0,16000000,en,1996,09,Drama Romance 
The Long Kiss Goodnight,120.0,65000000,en,1996,10,Crime Action Mystery Thriller 
The Ghost and the Darkness,109.0,50000000,en,1996,10,Adventure 
Get on the Bus,120.0,2400000,en,1996,10,Drama 
Shadow Conspiracy,103.0,45000000,en,1997,01,Action Thriller 
Jude,123.0,7000000,en,1996,02,Drama Romance 
Everyone Says I Love You,101.0,20000000,en,1996,12,Music Comedy Romance 
Romeo + Juliet,120.0,14500000,en,1996,10,Drama Romance 
Swingers,94.0,200000,en,1996,10,Comedy Romance 
Sleepers,147.0,44000000,en,1996,10,Crime Drama Thriller 
For the Moment,115.0,120,en,1993,10,War Drama Romance Action 
Willy Wonka & the Chocolate Factory,100.0,3000000,en,1971,06,Family Fantasy 
Sleeper,89.0,2000000,en,1973,12,Comedy Romance Science Fiction 
Bananas,82.0,2000000,en,1971,04,Comedy 
A Fish Called Wanda,108.0,7500000,en,1988,07,Comedy Crime 
Life of Brian,94.0,4000000,en,1979,08,Comedy 
The Great Race,160.0,12000000,en,1965,07,Adventure Comedy 
Bonnie and Clyde,111.0,2500000,en,1967,07,Crime Drama 
Dial M for Murder,104.0,1400000,en,1954,05,Crime Mystery Thriller 
Dirty Dancing,100.0,6000000,en,1987,08,Drama Music Romance 
Reservoir Dogs,99.0,1200000,en,1992,09,Crime Thriller 
Platoon,120.0,6000000,en,1986,12,Drama War Action 
Weekend at Bernie's,97.0,6500000,en,1989,07,Comedy 
Basic Instinct,127.0,49000000,en,1992,03,Thriller Mystery 
The Doors,140.0,38000000,en,1991,03,Drama Music 
The Crying Game,112.0,3705538,en,1992,09,Romance Crime Drama Thriller 
Glengarry Glen Ross,100.0,12500000,en,1992,09,Crime Drama Mystery 
Sophie's Choice,151.0,12000000,en,1982,12,Drama Romance 
E.T. the Extra-Terrestrial,115.0,10500000,en,1982,04,Science Fiction Adventure Family Fantasy 
Days of Thunder,107.0,60000000,en,1990,06,Adventure 
Top Gun,110.0,15000000,en,1986,05,Action Romance War 
Rebel Without a Cause,111.0,1500000,en,1955,10,Drama 
A Streetcar Named Desire,125.0,1800000,en,1951,09,Drama 
The Funeral,99.0,12500000,en,1996,01,Crime Drama 
The People vs. Larry Flynt,129.0,36000000,en,1996,10,Drama 
The Return of the Pink Panther,113.0,5000000,en,1975,05,Mystery Comedy Crime 
Drop Dead Fred,103.0,6788000,en,1991,04,Comedy Fantasy Family 
The Abyss,139.0,70000000,en,1989,08,Adventure Action Thriller Science Fiction 
The Fog,89.0,1000000,en,1980,02,Horror 
Escape from New York,99.0,6000000,en,1981,05,Science Fiction Action 
The Howling,91.0,1000000,en,1981,04,Drama Horror 
Jean de Florette,120.0,4940939,fr,1986,08,Drama 
Monty Python and the Holy Grail,91.0,400000,en,1975,03,Adventure Comedy Fantasy 
Three Lives and Only One Death,123.0,500000,en,1996,05,Comedy Crime 
Bad Moon,80.0,7000000,en,1996,11,Horror 
Delicatessen,99.0,4000000,fr,1991,04,Comedy Science Fiction Fantasy 
Paths of Glory,88.0,935000,en,1957,09,Drama War 
The English Patient,162.0,27000000,en,1996,11,Drama Romance War 
My Left Foot: The Story of Christy Brown,103.0,645180,en,1989,07,Drama 
"Sex, Lies, and Videotape",100.0,1200000,en,1989,08,Drama 
Strictly Ballroom,94.0,3000000,en,1992,08,Comedy Drama Romance 
Madonna: Truth or Dare,119.0,4,en,1991,05,Documentary Music 
Paris is Burning,71.0,500000,en,1990,03,Documentary 
One Flew Over the Cuckoo's Nest,133.0,3000000,en,1975,11,Drama 
The Empire Strikes Back,124.0,18000000,en,1980,05,Adventure Action Science Fiction 
The Princess Bride,98.0,16000000,en,1987,09,Adventure Family Fantasy Comedy Romance 
Raiders of the Lost Ark,115.0,18000000,en,1981,06,Adventure Action 
Brazil,132.0,15000000,en,1985,02,Comedy Science Fiction 
Aliens,137.0,18500000,en,1986,07,Horror Action Thriller Science Fiction 
"The Good, the Bad and the Ugly",161.0,1200000,it,1966,12,Western 
12 Angry Men,96.0,350000,en,1957,03,Drama 
Lawrence of Arabia,216.0,15000000,en,1962,12,Adventure Drama History War 
A Clockwork Orange,136.0,2200000,en,1971,12,Science Fiction Drama 
To Kill a Mockingbird,129.0,2000000,en,1962,12,Crime Drama 
Apocalypse Now,153.0,31500000,en,1979,08,Drama War 
Once Upon a Time in the West,175.0,5000000,it,1968,12,Western 
Return of the Jedi,135.0,32350000,en,1983,05,Adventure Action Science Fiction 
Wings of Desire,128.0,2500000,de,1987,01,Drama Fantasy Romance 
GoodFellas,145.0,25000000,en,1990,09,Drama Crime 
Alien,117.0,11000000,en,1979,05,Horror Action Thriller Science Fiction 
Army of Darkness,81.0,11000000,en,1992,10,Fantasy Horror Comedy 
Ran,162.0,11500000,ja,1985,06,Action Drama History 
Psycho,109.0,806948,en,1960,06,Drama Horror Thriller 
The Blues Brothers,133.0,27000000,en,1980,06,Music Comedy Action Crime 
The Godfather: Part II,200.0,13000000,en,1974,12,Drama Crime 
Full Metal Jacket,116.0,17000000,en,1987,06,Drama War 
Henry V,137.0,9000000,en,1989,10,War Drama History Action Romance 
Amadeus,160.0,18000000,en,1984,10,Drama History Music 
Once Upon a Time in America,229.0,30000000,en,1984,02,Drama Crime 
Raging Bull,129.0,18000000,en,1980,11,Drama 
Annie Hall,93.0,4000000,en,1977,04,Comedy Drama Romance 
The Right Stuff,193.0,27000000,en,1983,10,Drama History 
Das Boot,149.0,14000000,de,1981,09,Action Drama History War Adventure 
The Sting,129.0,5500000,en,1973,12,Comedy Crime Drama 
Harold and Maude,91.0,1200000,en,1971,12,Comedy Drama Romance 
Trust,107.0,700000,en,1990,09,Drama Comedy 
The Terminator,108.0,6400000,en,1984,10,Action Thriller Science Fiction 
Braindead,104.0,3000000,en,1992,08,Horror Comedy 
Glory,122.0,18000000,en,1989,12,War 
Miller's Crossing,115.0,14000000,en,1990,09,Drama Thriller Crime 
Dead Poets Society,129.0,16400000,en,1989,06,Drama 
The Graduate,106.0,3000000,en,1967,12,Drama 
Touch of Evil,95.0,829000,en,1958,04,Drama Thriller Crime 
The Bridge on the River Kwai,161.0,3000000,en,1957,10,Drama History War 
Chinatown,130.0,6000000,en,1974,06,Crime Drama Mystery Thriller 
The Day the Earth Stood Still,92.0,1200000,en,1951,09,Drama Science Fiction Thriller 
The Treasure of the Sierra Madre,126.0,3800000,en,1948,01,Action Adventure Drama Western 
Bad Taste,91.0,25710,en,1987,12,Action Comedy Horror Science Fiction 
The Shining,144.0,19000000,en,1980,05,Horror Thriller 
Stand by Me,89.0,8000000,en,1986,08,Crime Drama 
Evil Dead II,84.0,3600000,en,1987,03,Horror Comedy Fantasy 
The Great Escape,172.0,4000000,en,1963,06,Adventure Drama History Thriller War 
The Deer Hunter,183.0,15000000,en,1978,12,Drama War 
Groundhog Day,101.0,14600000,en,1993,02,Romance Fantasy Drama Comedy 
Unforgiven,131.0,14000000,en,1992,08,Western 
The Manchurian Candidate,126.0,80000000,en,1962,10,Mystery Thriller 
Arsenic and Old Lace,118.0,1120175,en,1944,09,Comedy Crime 
Back to the Future,116.0,19000000,en,1985,07,Adventure Comedy Science Fiction Family 
Fried Green Tomatoes,130.0,11000000,en,1991,12,Drama Comedy 
Patton,172.0,12000000,en,1970,01,Drama History War 
Akira,124.0,8000000,ja,1988,07,Science Fiction Animation 
Highlander,116.0,16000000,en,1986,03,Adventure Action Fantasy 
Cool Hand Luke,126.0,3000000,en,1967,06,Crime Drama 
Young Frankenstein,106.0,2800000,en,1974,12,Comedy Science Fiction 
Night on Earth,129.0,3500000,en,1991,10,Comedy Drama 
The Great Dictator,125.0,2000000,en,1940,10,Comedy 
Fantasia,124.0,2280000,en,1940,11,Animation Family Music 
High Noon,85.0,730000,en,1952,03,Western 
Somewhere in Time,103.0,5100000,en,1980,10,Science Fiction Drama Fantasy Romance 
Ben-Hur,212.0,15000000,en,1959,12,Action Adventure Drama History 
This Is Spinal Tap,82.0,2500000,en,1984,05,Comedy Music 
Indiana Jones and the Last Crusade,127.0,48000000,en,1989,05,Adventure Action 
Gandhi,191.0,22000000,en,1982,11,Drama History 
The Unbearable Lightness of Being,171.0,17000000,en,1988,02,Comedy Romance 
A Room with a View,117.0,3000000,en,1985,12,Drama Romance 
Pink Floyd: The Wall,95.0,12000000,en,1982,07,Music 
The Killing Fields,141.0,14400000,en,1984,11,War Drama History 
Forbidden Planet,98.0,1900000,en,1956,03,Adventure Science Fiction Action 
Butch Cassidy and the Sundance Kid,110.0,6000000,en,1969,09,History Drama Western Crime 
"Paris, Texas",147.0,1746964,en,1984,05,Drama 
Until the End of the World,287.0,23000000,de,1991,09,Thriller Drama Science Fiction Action 
When Harry Met Sally...,96.0,16000000,en,1989,07,Comedy Romance Drama 
Alien³,114.0,50000000,en,1992,05,Science Fiction Action Horror 
An American Werewolf in London,97.0,10000000,en,1981,08,Horror Comedy 
Amityville: A New Generation,90.0,1500000,en,1993,09,Horror 
April Fool's Day,89.0,5000000,en,1986,03,Horror Mystery 
The Birds,119.0,2500000,en,1963,03,Horror 
The Blob,86.0,240000,en,1958,09,Horror Science Fiction 
Blood Beach,92.0,2000000,en,1980,09,Science Fiction Horror Comedy 
Dracula,128.0,40000000,en,1992,11,Romance Horror 
Bride of Frankenstein,75.0,393750,en,1935,04,Horror Science Fiction 
Candyman,99.0,6000000,en,1992,10,Drama Horror Thriller 
Cape Fear,128.0,35000000,en,1991,11,Crime Thriller 
Carrie,98.0,1800000,en,1976,11,Horror Thriller 
A Nightmare on Elm Street,91.0,1800000,en,1984,11,Horror 
The Omen,111.0,2800000,en,1976,06,Horror Thriller 
Blood and Wine,101.0,26000000,en,1996,10,Crime Drama Thriller 
Albino Alligator,97.0,6000000,en,1996,09,Crime Drama Thriller 
The Mirror Has Two Faces,126.0,42000000,en,1996,11,Comedy Drama Romance 
Star Trek: First Contact,111.0,46000000,en,1996,11,Science Fiction Action Adventure Thriller 
Sling Blade,135.0,1000000,en,1996,08,Drama 
Jingle All the Way,89.0,60000000,en,1996,11,Family Comedy 
The Preacher's Wife,124.0,40000000,en,1996,12,Fantasy Drama Comedy Science Fiction Romance Family 
Zero Kelvin,118.0,2535000,no,1995,09,Drama Thriller 
Ridicule,102.0,3000000,en,1996,05,Comedy Drama Romance 
The Crucible,124.0,25000000,en,1996,11,Drama History 
101 Dalmatians,103.0,54000000,en,1996,11,Comedy Family 
Die Hard 2,124.0,70000000,en,1990,07,Action Thriller 
Star Trek: The Motion Picture,132.0,35000000,en,1979,12,Science Fiction Adventure Mystery 
Star Trek VI: The Undiscovered Country,113.0,27000000,en,1991,12,Science Fiction Action Adventure Thriller 
Star Trek V: The Final Frontier,107.0,30000000,en,1989,06,Science Fiction Action Adventure Thriller 
Star Trek II: The Wrath of Khan,113.0,12000000,en,1982,06,Action Adventure Science Fiction Thriller 
Star Trek III: The Search for Spock,105.0,18000000,en,1984,05,Science Fiction Action Adventure Thriller 
Star Trek IV: The Voyage Home,119.0,24000000,en,1986,11,Science Fiction Adventure 
Batman Returns,126.0,80000000,en,1992,06,Action Fantasy 
Young Guns,107.0,13000000,en,1988,08,Crime Action Adventure Drama Western 
Young Guns II,132.0,20000000,en,1990,08,Western Adventure 
Grease,110.0,6000000,en,1978,07,Romance 
Grease 2,115.0,13200000,en,1982,06,Comedy Drama Family Music Romance 
Marked for Death,94.0,12000000,en,1990,10,Action Thriller 
Under Siege,103.0,35000000,en,1992,10,Action Thriller 
Jaws,124.0,7000000,en,1975,06,Horror Thriller Adventure 
Jaws 2,116.0,20000000,en,1978,06,Horror Thriller 
Jaws 3-D,99.0,20500000,en,1983,03,Thriller Horror 
Mars Attacks!,106.0,70000000,en,1996,12,Comedy Fantasy Science Fiction 
Citizen Ruth,104.0,3000000,en,1996,12,Drama Comedy 
Jerry Maguire,139.0,50000000,en,1996,12,Comedy Drama Romance 
Raising Arizona,94.0,6000000,en,1987,03,Comedy Crime 
Marvin's Room,98.0,23000000,en,1996,12,Drama 
Beavis and Butt-Head Do America,81.0,12000000,en,1996,12,Animation Comedy 
Scream,111.0,14000000,en,1996,12,Crime Horror Mystery 
The Last of the Mohicans,112.0,40000000,en,1992,09,Action Adventure Drama History Romance War 
The Whole Wide World,106.0,1300000,en,1996,12,Drama Romance 
Evita,134.0,55000000,en,1996,12,History Drama Music 
Hearts and Minds,113.0,500000,en,1995,08,Drama Thriller Documentary Romance Foreign 
Turbulence,100.0,55000000,en,1997,01,Action Thriller Crime 
Metro,117.0,55000000,en,1997,01,Action Adventure Comedy Crime Thriller 
Dante's Peak,108.0,116000000,en,1997,02,Action Adventure Thriller 
Prefontaine,106.0,8000000,en,1997,01,Drama Romance 
The Beautician and the Beast,105.0,16000000,en,1997,02,Comedy Romance 
The Pest,82.0,17000000,en,1997,02,Action Comedy 
Absolute Power,121.0,50000000,en,1997,02,Crime Drama Thriller 
Vegas Vacation,93.0,25000000,en,1997,02,Comedy 
Lost Highway,134.0,15000000,en,1997,01,Drama Thriller Mystery 
Rosewood,140.0,30000000,en,1997,02,Drama History 
Donnie Brasco,127.0,35000000,en,1997,02,Crime Drama Thriller 
City of Industry,97.0,8000000,en,1997,03,Crime Thriller Drama 
Best Men,90.0,1000000,en,1997,01,Comedy Romance 
Kama Sutra - A Tale of Love,117.0,3000000,en,1996,09,Drama History Romance 
Private Parts,109.0,28000000,en,1997,03,Comedy Drama 
Love Jones,104.0,10000000,en,1997,03,Comedy Drama Romance 
The Saint,116.0,68000000,en,1997,04,Thriller Action Romance Science Fiction Adventure 
Smilla's Sense of Snow,121.0,35000000,en,1997,02,Action Crime Drama Mystery Thriller 
Crash,100.0,10000000,en,1996,07,Drama Thriller Romance 
Liar Liar,86.0,45000000,en,1997,03,Comedy 
Selena,127.0,20000000,en,1997,03,Drama 
The Devil's Own,107.0,90000000,en,1997,03,Crime Thriller Drama 
Cats Don't Dance,75.0,32000000,en,1997,03,Animation Comedy Family Music 
Turbo: A Power Rangers Movie,99.0,10000000,en,1997,03,Action Adventure Family Fantasy Science Fiction Thriller 
Anna Karenina,108.0,35000000,en,1997,04,Drama Romance 
Double Team,93.0,30000000,en,1997,04,Action Science Fiction 
Anaconda,89.0,45000000,en,1997,04,Adventure Horror Thriller 
Paradise Road,122.0,16000000,en,1997,04,War Drama History 
Volcano,104.0,90000000,en,1997,04,Science Fiction Action Drama Thriller 
Austin Powers: International Man of Mystery,94.0,16500000,en,1997,05,Science Fiction Comedy Crime 
Breakdown,95.0,36000000,en,1997,05,Drama Action Thriller 
Fathers' Day,89.0,85000000,en,1997,05,Comedy Family 
The Fifth Element,126.0,90000000,en,1997,05,Adventure Fantasy Action Thriller Science Fiction 
Love! Valour! Compassion!,108.0,2000000,de,1997,05,Drama 
The Lost World: Jurassic Park,129.0,73000000,en,1997,05,Adventure Action Science Fiction 
Con Air,115.0,75000000,en,1997,06,Action Thriller Crime 
Speed 2: Cruise Control,121.0,160000000,en,1997,06,Action Adventure Thriller 
Squeeze,95.0,500000,en,1997,06,Crime Drama 
Batman & Robin,125.0,125000000,en,1997,06,Action Crime Fantasy 
Hercules,93.0,85000000,en,1997,06,Animation Family Fantasy Adventure Comedy Romance 
My Best Friend's Wedding,105.0,38000000,en,1997,06,Comedy Romance 
Contempt,103.0,900000,fr,1963,10,Drama 
Face/Off,138.0,80000000,en,1997,06,Action Crime Science Fiction Thriller 
Men in Black,98.0,90000000,en,1997,07,Action Adventure Comedy Science Fiction 
A Simple Wish,86.0,28000000,en,1997,07,Adventure Comedy Family Fantasy 
Contact,150.0,90000000,en,1997,07,Drama Science Fiction Mystery 
G.I. Jane,125.0,50000000,en,1997,08,Action Drama 
Conan the Barbarian,129.0,20000000,en,1982,04,Adventure Fantasy Action 
George of the Jungle,92.0,55000000,en,1997,07,Adventure Comedy Family Romance 
Cop Land,104.0,15000000,en,1997,08,Action Crime Drama 
Event Horizon,96.0,60000000,en,1997,08,Horror Science Fiction Mystery 
Spawn,96.0,40000000,en,1997,07,Action Adventure Fantasy Horror Science Fiction Thriller 
Air Bud,98.0,3000000,en,1997,08,Comedy Family Drama 
Picture Perfect,105.0,19000000,en,1997,08,Comedy Romance 
Conspiracy Theory,135.0,75000000,en,1997,08,Action Drama Mystery Thriller 
Desperate Measures,100.0,50000000,en,1998,01,Action Drama Thriller 
Steel,97.0,16000000,en,1997,08,Science Fiction Action Adventure 
She's So Lovely,100.0,18000000,en,1997,08,Drama Romance Thriller 
Hoodlum,130.0,30000000,en,1997,08,Crime Drama 
Mimic,105.0,30000000,en,1997,08,Fantasy Horror Thriller 
Air Force One,124.0,85000000,en,1997,07,Action Thriller 
One Eight Seven,119.0,20000000,en,1997,07,Drama Thriller 
The Hunt for Red October,134.0,30000000,en,1990,03,Action Adventure Thriller 
My Own Private Idaho,104.0,2500000,en,1991,10,Drama Romance 
In & Out,90.0,35000000,en,1997,09,Comedy Romance 
The Peacemaker,124.0,50000000,en,1997,09,Action Thriller 
L.A. Confidential,138.0,35000000,en,1997,09,Crime Drama Mystery Thriller 
Seven Years in Tibet,136.0,70000000,en,1997,09,Adventure Drama History 
Kiss the Girls,115.0,27000000,en,1997,10,Drama Mystery Thriller Crime 
Wishmaster,90.0,5000000,en,1997,09,Horror 
The Game,129.0,50000000,en,1997,09,Drama Thriller Mystery 
Fire Down Below,105.0,60000000,en,1997,09,Action Adventure Crime Thriller 
U Turn,125.0,19000000,en,1997,10,Thriller 
The Ice Storm,112.0,18000000,en,1997,09,Drama 
Chasing Amy,113.0,250000,en,1997,04,Comedy Drama Romance 
The Full Monty,91.0,3500000,en,1997,08,Comedy 
I Know What You Did Last Summer,100.0,17000000,en,1997,10,Horror Thriller Mystery 
The Devil's Advocate,144.0,57000000,en,1997,10,Drama Horror Mystery Thriller 
RocketMan,95.0,16000000,en,1997,10,Comedy Family Science Fiction 
Playing God,94.0,12000000,en,1997,10,Drama Action Thriller Crime 
The House of Yes,85.0,1500000,en,1997,10,Comedy Drama 
Gattaca,106.0,36000000,en,1997,09,Thriller Science Fiction Mystery Romance 
A Life Less Ordinary,103.0,12000000,en,1997,10,Fantasy Drama Comedy Thriller Science Fiction Romance 
Switchback,118.0,37000000,en,1997,10,Action Adventure Mystery Thriller 
Stripes,106.0,10000000,en,1981,06,Action Comedy 
Bean,85.0,18000000,en,1997,07,Comedy 
Mad City,114.0,50000000,en,1997,11,Action Drama Thriller 
One Night Stand,102.0,24000000,en,1997,11,Drama 
